RecordID,Country,Gender,Marital Status,Question Type,Value
417,Ukraine,F,Married or living together,2,4.1
417,Ukraine,F,Never married,2,2.3
417,Ukraine,F,"Widowed, divorced, separated",2,3.3
137,Ukraine,F,Married or living together,3,1.0
137,Ukraine,F,Never married,3,0.4
137,Ukraine,F,"Widowed, divorced, separated",3,1.0
67,Ukraine,F,Married or living together,1,0.2
67,Ukraine,F,Never married,1,0.1
67,Ukraine,F,"Widowed, divorced, separated",1,0.1
207,Ukraine,F,Married or living together,4,0.6
207,Ukraine,F,Never married,4,0.1
207,Ukraine,F,"Widowed, divorced, separated",4,0.3
277,Ukraine,F,Married or living together,5,3.4
277,Ukraine,F,Never married,5,2.1
277,Ukraine,F,"Widowed, divorced, separated",5,3.1
347,Ukraine,F,Married or living together,6,0.7
347,Ukraine,F,Never married,6,0.2
347,Ukraine,F,"Widowed, divorced, separated",6,0.3
417,Ukraine,M,Married or living together,2,8.9
417,Ukraine,M,Never married,2,11.5
417,Ukraine,M,"Widowed, divorced, separated",2,22.0
137,Ukraine,M,Married or living together,3,3.2
137,Ukraine,M,Never married,3,6.1
137,Ukraine,M,"Widowed, divorced, separated",3,13.0
67,Ukraine,M,Married or living together,1,0.4
67,Ukraine,M,Never married,1,1.1
67,Ukraine,M,"Widowed, divorced, separated",1,1.2
207,Ukraine,M,Married or living together,4,2.8
207,Ukraine,M,Never married,4,4.3
207,Ukraine,M,"Widowed, divorced, separated",4,11.5
277,Ukraine,M,Married or living together,5,7.0
277,Ukraine,M,Never married,5,9.3
277,Ukraine,M,"Widowed, divorced, separated",5,19.0
347,Ukraine,M,Married or living together,6,1.4
347,Ukraine,M,Never married,6,2.1
347,Ukraine,M,"Widowed, divorced, separated",6,3.4
418,Yemen,F,Married or living together,2,50.4
418,Yemen,F,Never married,2,45.9
418,Yemen,F,"Widowed, divorced, separated",2,47.6
138,Yemen,F,Married or living together,3,21.1
138,Yemen,F,Never married,3,17.7
138,Yemen,F,"Widowed, divorced, separated",3,19.5
68,Yemen,F,Married or living together,1,10.0
68,Yemen,F,Never married,1,9.2
68,Yemen,F,"Widowed, divorced, separated",1,8.9
208,Yemen,F,Married or living together,4,36.8
208,Yemen,F,Never married,4,33.4
208,Yemen,F,"Widowed, divorced, separated",4,34.4
278,Yemen,F,Married or living together,5,31.3
278,Yemen,F,Never married,5,27.7
278,Yemen,F,"Widowed, divorced, separated",5,29.3
348,Yemen,F,Married or living together,6,35.9
348,Yemen,F,Never married,6,26.2
348,Yemen,F,"Widowed, divorced, separated",6,33.2
418,Yemen,M,Married or living together,2,0.0
418,Yemen,M,Never married,2,0.0
418,Yemen,M,"Widowed, divorced, separated",2,0.0
138,Yemen,M,Married or living together,3,0.0
138,Yemen,M,Never married,3,0.0
138,Yemen,M,"Widowed, divorced, separated",3,0.0
68,Yemen,M,Married or living together,1,0.0
68,Yemen,M,Never married,1,0.0
68,Yemen,M,"Widowed, divorced, separated",1,0.0
208,Yemen,M,Married or living together,4,0.0
208,Yemen,M,Never married,4,0.0
208,Yemen,M,"Widowed, divorced, separated",4,0.0
278,Yemen,M,Married or living together,5,0.0
278,Yemen,M,Never married,5,0.0
278,Yemen,M,"Widowed, divorced, separated",5,0.0
348,Yemen,M,Married or living together,6,0.0
348,Yemen,M,Never married,6,0.0
348,Yemen,M,"Widowed, divorced, separated",6,0.0
419,Zambia,F,Married or living together,2,48.7
419,Zambia,F,Never married,2,42.5
419,Zambia,F,"Widowed, divorced, separated",2,47.7
139,Zambia,F,Married or living together,3,35.8
139,Zambia,F,Never married,3,28.5
139,Zambia,F,"Widowed, divorced, separated",3,33.8
69,Zambia,F,Married or living together,1,24.9
69,Zambia,F,Never married,1,19.5
69,Zambia,F,"Widowed, divorced, separated",1,25.9
209,Zambia,F,Married or living together,4,32.1
209,Zambia,F,Never married,4,24.9
209,Zambia,F,"Widowed, divorced, separated",4,29.0
279,Zambia,F,Married or living together,5,34.3
279,Zambia,F,Never married,5,30.4
279,Zambia,F,"Widowed, divorced, separated",5,33.3
349,Zambia,F,Married or living together,6,31.8
349,Zambia,F,Never married,6,20.4
349,Zambia,F,"Widowed, divorced, separated",6,34.0
419,Zambia,M,Married or living together,2,28.6
419,Zambia,M,Never married,2,35.3
419,Zambia,M,"Widowed, divorced, separated",2,32.6
139,Zambia,M,Married or living together,3,18.4
139,Zambia,M,Never married,3,21.7
139,Zambia,M,"Widowed, divorced, separated",3,21.5
69,Zambia,M,Married or living together,1,5.6
69,Zambia,M,Never married,1,9.2
69,Zambia,M,"Widowed, divorced, separated",1,9.2
209,Zambia,M,Married or living together,4,14.8
209,Zambia,M,Never married,4,17.5
209,Zambia,M,"Widowed, divorced, separated",4,14.9
279,Zambia,M,Married or living together,5,17.0
279,Zambia,M,Never married,5,23.0
279,Zambia,M,"Widowed, divorced, separated",5,19.0
349,Zambia,M,Married or living together,6,10.0
349,Zambia,M,Never married,6,11.2
349,Zambia,M,"Widowed, divorced, separated",6,12.3
420,Zimbabwe,F,Married or living together,2,37.4
420,Zimbabwe,F,Never married,2,44.6
420,Zimbabwe,F,"Widowed, divorced, separated",2,33.2
140,Zimbabwe,F,Married or living together,3,17.0
140,Zimbabwe,F,Never married,3,17.6
140,Zimbabwe,F,"Widowed, divorced, separated",3,13.5
70,Zimbabwe,F,Married or living together,1,7.6
70,Zimbabwe,F,Never married,1,10.6
70,Zimbabwe,F,"Widowed, divorced, separated",1,5.8
210,Zimbabwe,F,Married or living together,4,22.8
210,Zimbabwe,F,Never married,4,24.8
210,Zimbabwe,F,"Widowed, divorced, separated",4,19.5
280,Zimbabwe,F,Married or living together,5,20.1
280,Zimbabwe,F,Never married,5,25.2
280,Zimbabwe,F,"Widowed, divorced, separated",5,19.8
350,Zimbabwe,F,Married or living together,6,15.8
350,Zimbabwe,F,Never married,6,11.6
350,Zimbabwe,F,"Widowed, divorced, separated",6,13.9
420,Zimbabwe,M,Married or living together,2,24.6
420,Zimbabwe,M,Never married,2,42.4
420,Zimbabwe,M,"Widowed, divorced, separated",2,28.8
140,Zimbabwe,M,Married or living together,3,10.2
140,Zimbabwe,M,Never married,3,18.2
140,Zimbabwe,M,"Widowed, divorced, separated",3,12.4
70,Zimbabwe,M,Married or living together,1,3.1
70,Zimbabwe,M,Never married,1,9.3
70,Zimbabwe,M,"Widowed, divorced, separated",1,3.3
210,Zimbabwe,M,Married or living together,4,14.2
210,Zimbabwe,M,Never married,4,21.8
210,Zimbabwe,M,"Widowed, divorced, separated",4,16.3
280,Zimbabwe,M,Married or living together,5,13.8
280,Zimbabwe,M,Never married,5,23.2
280,Zimbabwe,M,"Widowed, divorced, separated",5,18.3
350,Zimbabwe,M,Married or living together,6,4.4
350,Zimbabwe,M,Never married,6,7.8
350,Zimbabwe,M,"Widowed, divorced, separated",6,4.7
